"Timestamp","ProcessMemory","Prediction","PredictionTimeMS"
2021-02-01 13:00:24,8.78534812132891,51.1913322028704,476.494413422154
2021-02-01 13:10:58,9.54901074496491,44.3860260141082,315.267483893664
2021-02-01 13:26:37,8.76727325629511,59.6208466379903,310.97529018425
2021-02-01 13:29:13,9.66166972861468,63.1426350260153,348.205617845432
2021-02-01 13:35:20,9.52387812996258,40.3587169921957,494.6693413388
2021-02-01 13:59:20,9.30319669859109,53.4491578815505,393.103765001619
2021-02-01 14:14:17,8.53493803008036,61.7162787890993,471.584931907706
2021-02-01 14:28:22,8.30412646185091,67.2818909375928,476.095820958863
2021-02-01 14:42:56,9.05816675658243,60.1906128204428,305.565248576596
2021-02-01 14:45:59,8.58166932906788,41.8741233716719,336.509432285518
2021-02-01 15:15:12,8.95759716896522,53.0183475604281,470.292277550963
2021-02-01 15:27:58,8.99589420187821,69.0262511326,416.214401432921
2021-02-01 15:30:19,8.89257429429111,60.2939642220736,346.229345834019
2021-02-01 15:37:15,8.72748954143878,44.9998970795423,462.130069232152
2021-02-01 15:37:54,9.52668930878973,56.5718614379875,402.160042232455
2021-02-01 15:41:59,8.38655447946294,48.9642360899597,300.3084446555
2021-02-01 16:06:44,9.41392844912399,67.0951284095645,338.739619910888
2021-02-01 16:08:12,9.15334135555482,49.9021142255515,389.979205076195
2021-02-01 16:17:32,8.81010264038147,54.0531959827058,191.49232257116
2021-02-01 16:32:41,8.77658984897153,68.4509637835436,253.412374310067
2021-02-01 16:36:47,8.68357444468596,50.6301765190437,497.617679432679
2021-02-01 16:43:22,9.19790174545483,55.9931931784377,386.005667736903
2021-02-01 16:48:41,9.02710109851233,49.6639908594079,377.133299907751
2021-02-01 16:58:06,9.09189891683575,40.5929016601294,346.225849437992
2021-02-01 17:00:20,9.07460030735858,67.5814176816493,432.889747525539
2021-02-01 17:00:29,8.5619288484073,52.3101028520614,310.780969698607
2021-02-01 17:12:53,8.61939943496111,67.5898054311983,394.337873355567
2021-02-01 17:12:54,9.47834233762616,56.9660424231552,351.542966686011
2021-02-01 17:23:13,9.39609858446913,48.6919116531499,354.546843677466
2021-02-01 17:36:57,9.19298588648319,64.8129360214807,483.750362709369
2021-02-01 17:38:56,8.82307792416428,51.3343676901422,371.777637469738
2021-02-01 17:40:22,9.14567826906322,65.6766491569579,522.692106192185
2021-02-01 17:40:57,8.95391760615725,48.1711255759001,354.488738105607
2021-02-01 17:52:35,9.11556725503661,59.63594523957,386.470274556889
2021-02-01 18:16:54,8.88026276535725,64.2560508684255,349.319539657733
2021-02-01 18:17:25,8.77775290699957,46.9947335403413,499.251688546795
2021-02-01 18:28:15,9.40714077144043,52.1755628427491,456.198277045744
2021-02-01 18:37:45,9.91760005627209,60.4274563048966,377.220069074108
2021-02-01 18:48:08,8.38822133277736,56.6333702532575,378.724983295992
2021-02-01 19:00:01,8.33085671520298,53.8230481790379,381.825837487983
2021-02-01 19:10:21,9.04327948696999,41.5222475142218,291.065384050284
2021-02-01 19:15:09,8.60924122493723,46.3369621313177,292.930140956446
2021-02-01 19:25:34,9.85736789813683,48.9956355653703,363.550523247227
2021-02-01 19:26:05,9.73824559451275,66.1452570417896,434.150320216023
2021-02-01 19:37:44,8.52383319798511,49.3143359408714,333.597626564104
2021-02-01 19:47:31,9.08933436062337,52.2222228301689,345.24393679473
2021-02-01 19:58:12,9.41423437704179,42.1479716314934,473.077001660546
2021-02-01 20:01:23,8.69961245750397,64.3407423095778,506.434401399247
