"Y","ID","Operator","Date","Priority","Price","Speed","Duration","Temp","Location","Agreed","State","Class","Surface","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20","sensor21","sensor22","sensor23","sensor24","sensor25","sensor26","sensor27","sensor28","sensor29","sensor30"
17.3764482689851,"G9939","WP",2019-01-11,"Medium","Expensive","Fast","Short","Hot","Control room","Yes","Uncertain","Wooden","Textured",29.0464230342121,30.6034333292483,NA,29.4707701779689,28.2307641808384,29.3016122898594,29.9172540195504,31.0055483986014,24.4968564647922,29.6871439399661,57.3336325328326,47.6461648602069,60.3638660476504,43.4617939380339,63.7458626647538,40.504217046988,44.4778563845415,57.1688347133053,43.5410332763625,70.0788622070422,70.1449752723486,61.2788210868076,48.9350854851491,55.8691297531166,62.0328242770833,49.7714266763024,64.484421056938,70.9332680812589,62.8061594780463,65.7484645623103
10.8703431666467,"G9940","WP",2019-01-18,"Low","Expensive","Fast","Short","Warm","Control room","No","Uncertain","Plastic","Rough",12.7341088633004,4.71067158778676,0.902909071557886,11.9446925516856,9.29946333990052,9.98234235480526,13.1292111956033,13.5079680325846,16.5946461842278,7.73978353224636,64.3647995340673,76.5030899372041,70.0431913990733,64.1204582027206,75.0556252886971,73.8430957732495,43.4306829226657,72.9925918558669,53.7164531176569,50.247119794703,20.2640114011575,-8.65022156158971,-9.20785390445816,-21.5500100960758,15.771330508408,-21.2729385400581,-13.4999701359097,5.3841530023124,8.66068081323062,24.4610556357757
17.547830351559,"G9941","WP",2019-01-26,"Low","Expensive","Slow",NA,"Hot","Storage tanks","Yes","Uncertain","Ceramic","Rough",11.0697359198748,7.41609574495106,NA,15.7295132226375,12.2415123470074,22.084412751037,NA,21.5825736456579,14.1510749917465,11.0046750721912,NA,92.5578664266386,107.339609696638,86.2728295764046,94.4806513767249,NA,74.7870546181997,91.9596158585859,87.7048223351821,97.8236072256166,34.2566973856571,38.5594312663546,NA,16.5645501616847,31.3100799168766,27.4534761837536,4.22887345402087,-18.3804604249011,32.844876531699,23.2202538683065
6.56685860163666,"G9942","WP",2019-02-01,"Medium","Cheap","Medium","Very Long","Warm","Control room","No","Under review","Plastic","Rough",11.8722044103205,17.0301729549316,12.4757789749777,14.431926622381,16.4664056807631,16.6781419011968,15.8055497252845,24.362346679521,13.8395037230388,8.95000054238392,43.1259929061874,20.1619342428207,53.902181860497,50.1227256385084,44.9403296144273,22.2302496375577,47.138347915085,38.6671709824983,43.1926801477723,39.9743550044982,0.228862776276218,-8.40625753560804,7.16284299024799,2.35414474417024,-7.6610790642691,-11.8429390613706,-7.48142123697239,-3.43717056809621,-22.7664406040726,4.80637282521133
25.92154941665,"G9943","WP",2019-02-09,"Medium","Expensive","Fast","Short","Warm","Control room","Yes","Under review","Wooden","Smooth",35.443354708377,29.7845929801762,NA,31.6388086393386,NA,38.4728382589133,35.7404786328551,33.5877949460156,NA,28.932146226162,110.113882800747,96.9886060116107,98.0880073428455,NA,97.0425985219829,78.0597665595168,92.8056606123678,86.2727322565749,96.0312193153495,89.6039555513091,-12.0243346345348,-13.3383657785906,-4.95355698267662,-30.4652557157073,11.7955077838239,12.164246879336,NA,-9.14665827793647,-6.44525788887199,7.51159792716705
3.60632841785459,"G9944","JA",2019-02-15,"Medium","Expensive","Fast","Very Long","Warm","Storage tanks","No","Checked","Ceramic","Smooth",11.3856506255468,9.28605813569388,-4.96513746931632,9.48741195064021,8.70299516109544,7.56044950988349,7.84069563076405,10.0303853838995,2.52171251727234,5.33451575942117,62.5490433505806,59.8813119665379,83.7436345817752,59.6415175778013,79.9114813356189,67.8011541628596,68.8886793970711,59.0656897531554,66.8256517721096,68.386401041702,8.26138956213681,-13.1364267314855,14.5859829230935,-17.6143626529078,-21.0835581652979,-9.78485888978771,-18.8475378225589,2.94665187729556,3.41743243888759,-18.3344785971173
23.0578565157822,"G9945","WP",2019-02-23,"Medium","Expensive","Fast","Long","Hot","Steam plant","No","Checked","Wooden","Textured",15.9295487128919,8.30655141215809,11.1542217659121,17.3866902887281,14.998700026626,24.9337642773389,22.8181286713668,18.7444072884362,18.4745509134469,16.7603129439709,51.4831136199572,51.2098203832787,65.5458682409433,79.1700287288301,51.948618090753,56.3533486545286,62.2777624929819,64.9163423298335,48.9535907219689,62.0627310395646,-42.4425641883348,-36.9946746990045,-53.1081595505113,-54.8383251990769,-53.5766605333797,-62.4257482084268,-35.2802162465616,-53.6955578785228,-65.7216140899911,-67.2337468810925
26.7111080466076,"G9946","WP",2019-03-01,"Low","Expensive","Medium","Short","Warm","Steam plant","Yes","Under review","Ceramic","Rough",31.5227793071978,32.0291659309,33.4411810735622,26.3705257916983,29.8932115596325,40.7350870585841,30.5365922206822,28.4090489624214,23.3217028654736,32.6812865577721,87.7647630471117,69.4370899789714,78.8180764087529,96.4388114661596,70.1285294312399,73.2261621406603,61.4674266191526,102.116344721015,70.5583558716065,79.9738726977919,-44.1419795966743,-42.7216692940671,-7.4774940447034,-44.254717341332,-30.647524384057,-46.8991507082441,-67.5983918377451,-35.3444225271894,-29.0558129279958,-39.0005849657777
11.2885168557092,"G9947","WP",2019-03-09,"Medium","Expensive","Fast","Very Long","Hot","Steam plant","No","Checked","Wooden","Polished",27.0656672303032,29.760611358289,37.2650536454482,38.1144914469676,29.6548381765102,45.3667067627054,43.3732254295812,29.4789600268318,29.4482269227261,36.7792776719818,35.6382756817526,42.9692742741324,55.3570996445929,58.283104085285,53.077991670715,40.9038521871792,47.137846628119,56.013170760051,61.0957192555998,63.4204235930692,48.7103567677944,66.5503845647381,57.8554922913469,48.0477371559108,72.546470691154,60.6405227165456,37.2801220131789,53.5028324307014,41.1891655291782,74.3163531811458
26.7260767544199,"G9948","JA",2019-03-15,"Medium","Expensive","Medium","Long","Warm","Steam plant","No","Uncertain","Metal","Rough",1.91203026912274,-1.87740669867858,11.9099860021428,8.4043147549218,6.58770032408002,2.08498582845655,5.38681067055632,10.6803251882276,12.6219372129906,5.8961308670281,68.1477944688929,51.9749503298593,60.1075660099749,58.3472391381062,53.5677144186722,73.5078757063007,59.391384593571,64.0969472145638,62.7181575440304,60.0400620614186,52.4220931657633,27.4540959119234,6.20272999961604,18.1214867958218,34.022430717542,38.5440709468512,26.1973616573691,22.7578795821337,34.0316590140281,26.3018227975678
17.3810582471552,"G9949","WP",2019-03-22,"High","Cheap","Slow","Short","Cold","Steam plant","Yes","Checked","Plastic","Rough",17.2504341691282,16.6840135173083,NA,11.5472207800923,16.5062935812493,21.8242340350024,21.0651462267001,20.8486099256876,26.3207977315286,21.3451432765758,93.467321379195,80.991684668513,80.862036088494,73.0362556415105,75.6361880193357,88.7542703156812,87.6178291247102,80.9802897690994,77.8037575881863,93.2328594886663,-1.01115293161978,-16.8333314695132,-20.6163699704405,-38.4304598732173,-9.44806630756564,-15.2290559772852,-22.7126028690291,-13.3435580196528,-20.7336940938471,-33.9293704917143
24.8128085007748,"G9950","WP",2019-03-30,"High","Expensive","Medium","Long","Hot","Steam plant","Yes","Under review","Ceramic","Textured",5.77827456023686,4.15060740090354,-3.3739404867434,-4.42969488907121,8.46057606568782,-3.57832938544057,-3.69842017599048,1.95446259609621,-8.34041598364221,8.24917567367283,46.7698242066158,46.0859438070629,44.0875779411284,65.3019782227041,59.4328380629738,50.5692553960197,74.5361524457673,54.151899454775,51.1176073801777,42.0971230040722,-21.4643710535351,-34.4468966176087,2.1199443812069,0.695472293918797,-16.3066390384486,-17.2254545354018,-8.8695798551233,-25.336596934867,-18.2003591753895,-32.1385118917427
11.6700758280977,"G9951","WP",2019-04-05,"Low","Expensive","Slow","Short","Cold","Control room","Yes","Checked","Wooden","Rough",19.6329148192473,17.8225136306318,12.3160924833041,14.3892741904285,10.2643264639673,23.6365455510103,9.94732595032547,14.9627869768005,19.4772600670556,7.67091947519333,85.560474542339,76.0650270968952,96.4696437108555,71.7133362691967,90.6911943363139,79.9964262065902,79.8622748297412,93.274191643785,78.8276634682166,75.363547749605,-14.7148233903716,6.37000087129472,-15.967794725242,-16.1605316402972,-3.05553056920525,-8.85970652327869,-25.1970617251793,-15.2659758025096,-10.3386900217404,9.1006567113802
24.2187152016024,"G9952","WP",2019-04-12,"Medium","Expensive","Medium","Long",NA,"Storage tanks","Yes","Checked","Wooden","Textured",20.1985566350862,24.1328648001024,NA,21.4240687205116,16.4020064039149,19.7051014564002,28.6090248995973,24.5326118194867,22.0286642555675,26.0625209565567,62.2716603827179,NA,46.7313242760462,64.2786229988053,40.7544900199558,65.4636287189418,NA,NA,NA,52.396060667318,72.0991924843129,62.5104035717468,70.6538799820881,51.3811068064304,61.338701505097,62.5875794817492,50.1119113820155,93.5804296910489,64.5341387017829,61.7434938338521
19.2262882112454,"G9953","MD",2019-04-19,"Medium","Cheap","Fast","Short","Hot","Steam plant","Yes","Uncertain","Ceramic",NA,20.7601740221125,24.9038911846618,32.6173912636383,NA,18.3163361726637,NA,28.6859636597012,21.9840946266055,27.2432582459256,29.8100437229115,NA,81.8561609685341,79.1854690185193,63.4463038546801,79.8698053797603,NA,91.8311177694566,85.9293791593518,74.5816543323032,83.2844683685126,-58.4832426172492,-45.417760190787,-70.0906724973479,-30.7252959002655,-26.2923247097326,-43.3414178353905,-34.5021909913678,-47.6179669786634,-56.3693711060839,-43.7438225225967
9.77077728966272,"G9954","WP",2019-04-27,"Low","Expensive","Medium","Very Long","Warm","Control room","No","Checked","Ceramic","Smooth",26.0748896553079,21.3778139913906,13.0644837685889,24.1045804817192,33.6015018219948,27.189999750732,20.5716443077601,24.3122421969373,26.0747651959915,25.1262816293697,36.7461311257638,37.8439480532809,19.0790779815499,44.9789030945265,43.7932466201237,36.5608450582028,41.449839539189,38.2869776932099,40.0329455709259,58.2842955012516,4.11066588823788,23.5311545532702,11.1585767543831,26.7321699267128,20.9172435462609,-10.8445511566504,37.5955289650569,3.76941922750628,5.51460781210872,26.1931383538106
17.9033338694003,"G9955","WP",2019-05-04,"Low","Expensive","Slow","Long","Warm","Storage tanks","Yes","Checked","Ceramic","Smooth",24.4059656215865,33.2685556247213,7.98928406974759,21.3454047374216,32.3060352957858,19.4357215122306,27.2364744199681,21.7804570792583,16.2592254357475,24.8833287307343,33.6727555129305,36.9398224303776,43.8732512766226,35.7641687021671,32.3433640489833,36.4118434446196,45.1724517482349,55.4548316132326,38.7180449415653,26.2320731378383,62.5218059503288,62.0616623021567,70.8684449601475,58.5911730853367,85.4664802023859,64.3841400590213,60.9410975121187,87.888103520991,80.356631775387,65.4899191542359
